Date,ProductID,ProductName,Category,Supplier,UnitPrice,StockQuantity,StockValue,ReorderLevel,ReorderQuantity,UnitsSold,SalesValue,LastSoldDate,LastRestockDate,NextRestockDate,DeliveryTimeDays,DeliveryStatus
2024-02-19,2d39672e-2695-4dc7-bea3-5b2f154c97f7,Chicken,Meat,"Hinton, Dunlap and Lee",57.38,173,9926.74,42,50,12,688.56,2024-02-16,2024-01-12,2024-02-01,3,On Time
2024-04-15,05eff2ab-93c5-44d1-905c-de80f070f636,Apple,Produce,White Group,43.82,70,3067.4,39,65,42,1840.44,2024-06-17,2024-03-22,2024-03-29,9,On Time
2024-02-25,263c42af-ecfe-4883-b34b-6b9ed5a0b676,Trash Bags,Cleaning Supplies,Nelson and Sons,57.02,32,1824.64,13,59,28,1596.56,2024-02-07,2024-03-22,2024-04-12,2,Partial Delivery
2024-02-15,1a49573c-f935-46c0-994a-ff0d50cb061b,Soda,Beverages,"Garcia, Horton and Gill",12.54,95,1191.3,37,30,59,739.86,2024-04-23,2024-02-15,2024-02-22,2,Delayed
2024-03-11,2aaeb7a3-572a-4c91-bc55-26cbb7925f03,Beef,Meat,"Jones, Vargas and Johnson",23.42,104,2435.68,6,62,31,726.02,2024-01-23,2024-01-06,2024-01-08,7,Delayed
2024-02-21,7eb9e3c0-1201-4f28-a611-3e9a107aa566,Apple,Produce,Wright PLC,70.37,28,1970.36,32,67,27,1899.99,2024-01-26,2024-04-14,2024-04-21,8,On Time
2024-01-21,1c02a2bc-db44-4669-99ed-3206d0db37e0,Butter,Dairy,Andersen-Jackson,12.58,33,415.14,43,58,9,113.22,2024-04-20,2024-05-04,2024-05-16,3,Delayed
2024-03-20,4b5f2726-af64-458f-aff8-43d5063f2198,Muffin,Bakery,Thomas-Garrison,94.51,160,15121.6,35,37,75,7088.25,2024-06-30,2024-05-28,2024-06-17,6,Delayed
2024-04-18,d62c2f7e-139f-4046-a8a6-33ab88aa7881,Frozen Vegetables,Frozen,Potter-Scott,60.37,56,3380.72,6,93,15,905.55,2024-01-05,2024-06-16,2024-06-21,3,Partial Delivery
2024-01-22,a6ab7739-b189-494b-a413-8c897e2b7241,Milk,Dairy,Roberts LLC,57.29,192,10999.68,45,80,144,8249.76,2024-05-24,2024-06-04,2024-06-23,7,Partial Delivery
2024-02-19,8b61966d-8620-4509-9f76-b8766beefb2b,Candy,Snacks,"Wilson, Moreno and Stephens",58.59,82,4804.38,45,69,77,4511.43,2024-03-30,2024-03-15,2024-04-07,9,On Time
2024-04-03,6bb62c17-507e-44b0-865c-e1cd01ce902b,Lettuce,Produce,"Le, Ingram and Vang",12.99,53,688.47,34,71,32,415.68,2024-03-27,2024-05-11,2024-06-06,3,On Time
2024-05-27,e7d93da2-c83e-4330-a282-8e8b9f5fddd1,Fish,Meat,"Cantrell, Mata and Gallagher",80.27,196,15732.92,10,37,138,11077.26,2024-01-07,2024-02-21,2024-03-10,6,Delayed
2024-02-19,5033e802-4cd7-4d2f-8778-54168ec69679,Toothpaste,Health & Beauty,Jenkins Inc,79.52,54,4294.08,14,100,29,2306.08,2024-04-06,2024-05-22,2024-06-12,4,On Time
2024-02-22,1344e5ab-d5de-49cb-a1fd-c0b6048199f7,Banana,Produce,"Smith, Walker and Robinson",16.1,15,241.5,43,54,0,0,,2024-06-17,2024-06-18,6,Partial Delivery
2024-05-02,f2002c9f-5020-4725-a016-b45bf64c7cfd,Chips,Snacks,"Mills, Farrell and Russo",32.88,14,460.32,21,21,3,98.64,2024-03-01,2024-04-04,2024-04-07,7,Delayed
2024-02-19,197e09ce-5e59-4428-bad3-b36dcf9de9e2,Shampoo,Health & Beauty,Vasquez-Villa,33.55,80,2684,14,57,14,469.7,2024-05-05,2024-03-14,2024-03-29,1,Delayed
2024-04-18,2ff10d4c-6e38-4ea6-9c10-5e960f75210f,Lamb,Meat,Roberts-Camacho,56.6,107,6056.2,16,37,49,2773.4,2024-03-16,2024-02-19,2024-03-13,3,On Time
2024-04-01,83c6cd16-ac55-483d-a364-6d03c09f4caf,Candy,Snacks,Velez-Barr,96.3,89,8570.7,11,74,3,288.9,2024-03-17,2024-02-16,2024-03-07,1,Delayed
2024-06-06,190dd6d9-b3ff-4c11-bb82-e10ba0e6114a,Coffee,Beverages,"Sweeney, Coleman and Hoffman",89.39,97,8670.83,34,45,47,4201.33,2024-05-31,2024-06-21,2024-07-17,7,Delayed
2024-01-31,a963d392-023a-4789-9732-9a54909a1ec7,Sponges,Cleaning Supplies,"Nelson, Mcdowell and Johnson",19.86,53,1052.58,50,85,40,794.4,2024-04-18,2024-04-19,2024-05-14,8,Delayed
2024-01-31,62d6fe02-ba18-4084-ba13-2b3e8d403fef,Cheese,Dairy,Patton PLC,67.27,134,9014.18,8,93,18,1210.86,2024-01-12,2024-03-05,2024-03-11,7,Partial Delivery
2024-03-06,c599f0df-be7c-416b-b849-1e4d3bdce505,Fish,Meat,Allen and Sons,41.07,41,1683.87,10,81,30,1232.1,2024-04-29,2024-02-22,2024-02-25,7,Delayed
2024-02-22,6deb6bf1-b3bb-439f-b16a-d92ff1cecd8c,Deodorant,Health & Beauty,Christensen LLC,95.79,168,16092.72,15,39,47,4502.13,2024-03-08,2024-04-05,2024-04-06,6,Partial Delivery
2024-06-06,4308e8f5-4190-4158-b521-a6b78873f055,Butter,Dairy,Cox-Barker,23.68,104,2462.72,11,99,5,118.4,2024-05-04,2024-04-19,2024-04-29,9,Partial Delivery
2024-04-05,9d24b0fa-5b11-4bb2-8cac-584c9a31daf1,Pizza,Frozen,"Villegas, Hudson and Smith",18.09,84,1519.56,41,66,62,1121.58,2024-01-14,2024-01-30,2024-02-10,3,Partial Delivery
2024-01-03,32bfd435-88d7-4d62-8601-04c16c305b44,Bread,Bakery,Smith Group,87.02,119,10355.38,46,30,109,9485.18,2024-06-01,2024-01-09,2024-01-24,6,On Time
2024-06-03,d2e986d8-8270-4828-8602-9350e455d764,Muffin,Bakery,Green Inc,99.49,13,1293.37,46,36,6,596.94,2024-02-21,2024-01-01,2024-01-31,2,Delayed
2024-03-15,ef600d6b-0268-4944-8021-3489e7f66b69,Soda,Beverages,Taylor-Smith,15.53,132,2049.96,48,87,69,1071.57,2024-06-02,2024-06-10,2024-07-02,3,Partial Delivery
2024-04-08,73c5f861-c007-43ec-9ff0-f9e2e00bc26c,Water,Beverages,Green-Rodriguez,98.27,88,8647.76,34,89,40,3930.8,2024-01-25,2024-04-12,2024-05-12,9,Partial Delivery
2024-01-19,e31c250e-e7bf-4935-9015-57872719eba5,Granola Bars,Snacks,Mitchell Inc,78.35,125,9793.75,5,65,83,6503.05,2024-02-17,2024-01-29,2024-02-09,8,Partial Delivery
2024-02-25,8d850217-21db-46ae-9797-85ff91f7e1d9,Popcorn,Snacks,Rivas Ltd,67.84,168,11397.12,31,32,59,4002.56,2024-05-16,2024-02-25,2024-03-15,4,Partial Delivery
2024-02-28,69bcb223-3928-49c0-bab2-f331c9b892b0,Chicken Nuggets,Frozen,Moreno-Martin,65.68,160,10508.8,25,57,12,788.16,2024-05-06,2024-06-17,2024-07-05,2,On Time
2024-04-16,69a734cd-4607-4bba-a6a4-0c903b9e8147,Coffee,Beverages,Davis-Mayer,98.57,49,4829.93,24,68,17,1675.69,2024-04-15,2024-05-17,2024-05-31,1,Partial Delivery
2024-04-19,61ef8169-9b14-4a64-ac13-55d7648490e5,Apple,Produce,Rubio-Mendoza,82.31,102,8395.62,36,63,90,7407.9,2024-01-15,2024-04-25,2024-05-16,1,Partial Delivery
2024-03-17,567fda62-a361-4fd6-a27f-0412b86f8759,Cookies,Snacks,Obrien and Sons,13.33,173,2306.09,37,83,106,1412.98,2024-04-28,2024-02-07,2024-02-27,4,Delayed
2024-06-10,86f5d37d-26cf-44b2-903a-a0c5b6c23e3e,Dish Soap,Cleaning Supplies,Allen Ltd,48.34,59,2852.06,27,35,57,2755.38,2024-03-07,2024-05-07,2024-06-04,3,Delayed
2024-05-09,eda53862-08cd-4ec9-9c03-006d26b2c20a,Pork,Meat,Campbell-Barry,3.74,137,512.38,31,55,64,239.36,2024-01-17,2024-06-18,2024-07-07,6,Delayed
2024-06-21,6bc02a8a-e1f2-4a18-9458-50353033048a,Pork,Meat,"Dawson, Fuller and Paul",94.43,106,10009.58,35,90,6,566.58,2024-02-29,2024-04-01,2024-04-05,7,Delayed
2024-01-19,2cb7bb7c-b85f-463f-99e6-f39d5a1ce91f,Juice,Beverages,"Ward, Wood and Moore",58.02,131,7600.62,43,56,46,2668.92,2024-03-04,2024-05-26,2024-05-28,10,Delayed
2024-04-08,e66fdff4-08de-4109-9796-49d57a93647e,Banana,Produce,"Barnett, Flowers and Brown",99.75,129,12867.75,29,61,91,9077.25,2024-01-15,2024-01-03,2024-01-05,8,Partial Delivery
2024-04-03,c3898af8-04ab-4e08-856c-5d07a577365a,Chicken Nuggets,Frozen,"Jenkins, Medina and Guerrero",43.7,99,4326.3,26,73,53,2316.1,2024-01-25,2024-06-07,2024-06-25,6,Delayed
2024-04-15,f8b52974-98df-4678-a6b8-5c39a9bc6428,Coffee,Beverages,Salas-Woods,18.98,65,1233.7,36,35,37,702.26,2024-02-06,2024-05-19,2024-05-27,10,On Time
2024-02-06,a0de6a78-9ca5-4376-bee9-f5ccb1024b5e,Lamb,Meat,Hancock Ltd,9.58,159,1523.22,27,24,34,325.72,2024-01-17,2024-03-16,2024-03-28,5,Delayed
2024-02-21,fdef7037-39bf-4268-8bcd-baeb6462713c,Chips,Snacks,Hall Group,50.51,188,9495.88,18,77,129,6515.79,2024-04-06,2024-02-15,2024-03-08,9,On Time
2024-01-19,925643ad-84a5-4a47-b97b-f47324c7551a,Chips,Snacks,Pittman-Becker,14.66,190,2785.4,22,61,73,1070.18,2024-01-28,2024-04-12,2024-05-06,7,Partial Delivery
2024-03-25,856b44cb-2508-404c-996a-f1300d3f47fe,Soda,Beverages,Johnson-Pace,31.78,112,3559.36,36,44,77,2447.06,2024-05-27,2024-01-19,2024-02-18,10,Partial Delivery
2024-03-30,1f77a4d3-12f5-4289-8869-0b981ceafce4,Yogurt,Dairy,Burke-Villa,22.84,145,3311.8,33,54,30,685.2,2024-06-22,2024-06-30,2024-07-30,8,Delayed
2024-05-14,b35b178f-a084-4707-b175-6cb4a03949a7,Banana,Produce,"Perkins, Diaz and Terry",36.94,153,5651.82,34,71,128,4728.32,2024-04-29,2024-03-24,2024-04-19,2,On Time
2024-06-22,f2ccd0d5-385f-4982-9dc2-500876eb83dc,Water,Beverages,Robinson Group,56.58,81,4582.98,30,70,8,452.64,2024-03-03,2024-03-04,2024-03-10,8,Delayed
2024-06-22,c4a07bdb-2aff-4ce5-ae34-78f6e617f04c,Butter,Dairy,Elliott LLC,27.97,20,559.4,30,96,5,139.85,2024-05-16,2024-06-20,2024-07-04,8,Partial Delivery
2024-03-12,9bb1139a-b81a-4776-b40f-b4cee3a0024b,Lamb,Meat,"Nichols, Thompson and Simon",19.63,102,2002.26,21,92,62,1217.06,2024-01-12,2024-06-06,2024-06-27,6,Partial Delivery
2024-02-04,8980aba1-ef44-4634-9138-ad393f49baff,Butter,Dairy,Underwood-Herrera,47.26,61,2882.86,36,21,40,1890.4,2024-04-22,2024-05-07,2024-05-15,1,On Time
2024-06-03,d2d7e806-d1a1-484a-826a-17259120de04,Potato,Produce,Brooks Ltd,25.91,67,1735.97,22,35,66,1710.06,2024-06-29,2024-04-29,2024-05-28,8,Partial Delivery
2024-01-26,0dec494f-f243-4ef2-86d4-453aaedf4dec,Juice,Beverages,Smith-Martinez,42.24,182,7687.68,7,35,158,6673.92,2024-05-01,2024-04-22,2024-05-02,7,Delayed
2024-05-06,22efde6a-7e22-4833-aee2-b913497c7ca7,Chips,Snacks,Lin and Sons,16.47,36,592.92,23,89,32,527.04,2024-05-21,2024-01-01,2024-01-19,1,On Time
2024-03-21,6adc1b8c-0c12-4e3b-b22f-488d82642caa,Apple,Produce,Wilson-Morrow,54.38,187,10169.06,33,70,177,9625.26,2024-06-22,2024-05-18,2024-05-20,10,Partial Delivery
2024-06-19,6ccbdce5-6ca9-4ca4-82d0-f365908b00bb,Chicken Nuggets,Frozen,Sullivan-Jones,29.77,27,803.79,11,70,5,148.85,2024-06-09,2024-06-11,2024-07-04,1,Partial Delivery
2024-06-16,1571dfca-010e-4781-98b9-78e8a7f596b3,Beef,Meat,"Hill, Thomas and Francis",15.73,104,1635.92,5,38,38,597.74,2024-05-08,2024-04-20,2024-04-28,5,Partial Delivery
2024-02-18,b2db1300-7166-45a9-b217-cb2cac6081b7,Soda,Beverages,"Garrett, Bass and Robinson",59.04,91,5372.64,19,55,81,4782.24,2024-06-01,2024-06-02,2024-06-19,6,Delayed
2024-01-28,5e940e4a-e66e-4278-a1fa-ac72db0e205f,Bagel,Bakery,Singleton PLC,51.18,35,1791.3,19,58,25,1279.5,2024-02-29,2024-01-21,2024-01-29,2,Delayed
2024-04-26,48b85827-47ab-4dab-87f8-44600ed19b01,Soda,Beverages,Martinez Ltd,51.01,30,1530.3,22,96,28,1428.28,2024-05-31,2024-03-14,2024-04-02,2,Partial Delivery
2024-04-16,97773c2d-c531-4958-bbd6-3129c160e4d6,Granola Bars,Snacks,"Gallagher, Rowland and Lawson",17.83,94,1676.02,29,28,35,624.05,2024-06-18,2024-04-06,2024-04-11,3,Delayed
2024-06-17,c385f3d2-caef-4982-8da8-939ee665eb89,Fish Sticks,Frozen,Rogers and Sons,70.01,59,4130.59,15,24,56,3920.56,2024-01-10,2024-06-23,2024-07-11,4,On Time
2024-06-27,9c22e6ed-71f8-4dfc-9123-017d9fec62df,Ice Cream,Frozen,Mcdonald-Rich,10.83,185,2003.55,45,29,2,21.66,2024-06-12,2024-02-02,2024-02-05,10,Delayed
2024-05-31,0603e68b-6cf0-446b-aa1f-535916eb2a76,Juice,Beverages,Myers LLC,67.93,21,1426.53,10,26,9,611.37,2024-03-26,2024-04-22,2024-05-04,1,On Time
2024-06-16,1059a2ae-652a-455a-a7f6-09d38dad72a8,Chicken Nuggets,Frozen,"Kaiser, Cook and Gonzalez",65.69,143,9393.67,12,46,45,2956.05,2024-03-31,2024-03-07,2024-03-18,1,On Time
2024-06-19,a28583a4-6d74-4093-811d-41ccfc4b506a,Chicken Nuggets,Frozen,Clark-Holmes,75.38,28,2110.64,9,24,8,603.04,2024-02-02,2024-04-07,2024-04-22,4,Delayed
2024-05-05,84c3336c-41d2-4a40-8d82-2436c2c72012,Deodorant,Health & Beauty,"Rodriguez, Reyes and Turner",19.05,95,1809.75,30,98,50,952.5,2024-02-24,2024-06-19,2024-07-06,3,Delayed
2024-06-04,75977c86-c61d-4785-aa9a-dfa63497b7e3,Banana,Produce,"Gray, Snyder and Ball",59.11,85,5024.35,8,31,58,3428.38,2024-04-10,2024-04-29,2024-05-28,10,Partial Delivery
2024-02-28,c4da2c03-262d-4666-baf0-5f115ae5b0db,Sponges,Cleaning Supplies,Sullivan Group,22.74,171,3888.54,50,26,115,2615.1,2024-03-14,2024-04-16,2024-05-16,6,Partial Delivery
2024-03-29,ae934e5b-42a8-4e8d-9676-491c6cdbc405,Cream,Dairy,Long-Ramirez,85.94,84,7218.96,32,25,30,2578.2,2024-05-01,2024-05-09,2024-05-27,5,Partial Delivery
2024-03-11,b1dc8bf7-6fe5-4350-b276-c44bfd35f427,Pork,Meat,Rodriguez-Osborn,96.26,10,962.6,8,55,6,577.56,2024-03-15,2024-05-22,2024-06-10,3,Delayed
2024-04-16,6f97a669-c9d4-4c59-ae9c-1f942d9402a2,Lamb,Meat,Jordan-Wagner,31.19,115,3586.85,11,93,53,1653.07,2024-02-11,2024-02-13,2024-02-16,4,Partial Delivery
2024-05-19,e92a993a-b076-4ac5-a7db-07bd4d0d63f5,Potato,Produce,Harper Ltd,9.85,59,581.15,49,37,39,384.15,2024-04-18,2024-02-03,2024-02-16,4,On Time
2024-05-31,07f924e1-9e81-4ba1-b5ec-3d69bfec9078,Bagel,Bakery,Kaiser-Gilbert,58.2,107,6227.4,30,84,101,5878.2,2024-03-05,2024-02-26,2024-02-28,7,Delayed
2024-01-30,f85a5ed7-2703-463c-91ee-12a15c49ff0f,Water,Beverages,Cook-Andersen,99.64,159,15842.76,50,98,55,5480.2,2024-05-21,2024-04-04,2024-04-11,6,On Time
2024-01-05,256d41dc-a817-4ad5-8674-4a7f6158a04a,Milk,Dairy,Hinton-Perez,42.65,138,5885.7,17,86,57,2431.05,2024-03-25,2024-01-26,2024-01-30,3,On Time
2024-05-14,9558db1f-bc48-4a55-9d68-5bff380a8d0f,Yogurt,Dairy,"Martinez, Ray and Merritt",21.6,95,2052,22,55,64,1382.4,2024-06-05,2024-02-26,2024-02-27,2,On Time
2024-05-06,5caa66a2-a08a-4fa9-8ab1-8a38861a8226,Glass Cleaner,Cleaning Supplies,"Wall, Fitzpatrick and Obrien",55.77,152,8477.04,43,75,85,4740.45,2024-06-29,2024-04-24,2024-05-22,4,On Time
2024-01-02,52b73e6b-9dbe-4f30-aa49-ffb784722c68,Croissant,Bakery,Anderson-Foster,83.08,159,13209.72,14,43,12,996.96,2024-03-08,2024-04-17,2024-05-02,4,On Time
2024-04-04,0dff46a5-8862-4e1e-82b0-6533462d56a0,Laundry Detergent,Cleaning Supplies,"Jones, Shaw and Morris",77.24,162,12512.88,44,47,91,7028.84,2024-04-22,2024-04-29,2024-05-01,2,Delayed
2024-04-24,1237e046-5509-4d78-9e2f-04a05eaea617,Yogurt,Dairy,"Johnson, Contreras and Johnston",73.77,100,7377,26,85,14,1032.78,2024-06-05,2024-04-28,2024-05-27,3,Partial Delivery
2024-02-24,f233b547-0f7a-4c92-bb2d-0724581aa787,Sponges,Cleaning Supplies,"Franklin, Terry and Russell",65.83,187,12310.21,39,74,89,5858.87,2024-02-15,2024-06-17,2024-06-22,10,Partial Delivery
2024-01-15,d4fe1af3-e2e8-40e9-a140-2f939a22c43c,Candy,Snacks,Nelson Group,6.34,49,310.66,30,50,43,272.62,2024-06-24,2024-01-14,2024-02-02,5,Delayed
2024-04-06,93b83e81-1abd-454a-bd2b-1148b0783c3f,Cake,Bakery,Griffin Inc,73.83,55,4060.65,5,59,41,3027.03,2024-06-18,2024-03-29,2024-04-01,7,On Time
2024-03-12,8b359ae3-c868-4ca1-8eb8-17a60e85c490,Sponges,Cleaning Supplies,Hooper-Baker,45.13,61,2752.93,10,23,19,857.47,2024-04-19,2024-06-07,2024-06-23,4,Delayed
2024-03-24,bc4d514f-6e8f-4a30-9ed6-ed5b793189d2,Apple,Produce,Harvey Ltd,96.21,31,2982.51,47,39,13,1250.73,2024-03-25,2024-06-11,2024-07-03,3,Delayed
2024-01-15,e20a86ad-772e-4360-8e20-7a4d4d4b2acd,Cookies,Snacks,Sampson Group,11.04,69,761.76,36,92,27,298.08,2024-03-16,2024-01-11,2024-01-22,10,Partial Delivery
2024-05-30,6d9cf797-6a32-42f6-9901-fd397a147466,Popcorn,Snacks,Gutierrez Group,92.88,58,5387.04,34,60,48,4458.24,2024-04-08,2024-01-25,2024-02-18,3,On Time
2024-05-30,1c79b3b5-502a-4863-bb95-a813e03f9014,Popcorn,Snacks,Rivera PLC,45.43,168,7632.24,49,30,12,545.16,2024-01-05,2024-01-04,2024-02-02,4,On Time
2024-05-15,4dcdb3f1-fe8b-4bd3-836e-2531b4188956,Shampoo,Health & Beauty,Lara-Lawson,75.08,156,11712.48,33,89,90,6757.2,2024-02-27,2024-04-03,2024-04-30,4,Partial Delivery
2024-06-24,86808850-9c1e-41f3-9a99-a63f6132a61a,Chips,Snacks,Adams-Blair,26.22,92,2412.24,18,68,29,760.38,2024-06-30,2024-03-30,2024-04-15,3,Delayed
2024-01-08,9479a332-fbb6-42cd-b4fb-17299e220a97,Laundry Detergent,Cleaning Supplies,Mcintosh-Lopez,16.6,118,1958.8,46,65,98,1626.8,2024-02-02,2024-04-26,2024-05-16,7,Partial Delivery
2024-03-08,15069659-b13d-4a2f-9f7a-cd00b58dbaca,Lamb,Meat,"King, Schultz and Figueroa",79.09,14,1107.26,50,86,13,1028.17,2024-05-19,2024-01-17,2024-02-06,3,Partial Delivery
2024-05-28,ace40561-a5b6-4482-8eac-5c12af91af95,Carrot,Produce,Sanders-Jones,44.4,181,8036.4,13,94,115,5106,2024-04-21,2024-05-30,2024-06-29,8,On Time
2024-02-28,ad9a956e-2170-4260-af64-3fd5eead3808,Apple,Produce,Parks Ltd,20.31,88,1787.28,44,94,17,345.27,2024-01-11,2024-02-14,2024-02-28,3,Delayed
2024-05-23,fb92799e-afa3-41af-8a97-7521345bf5e5,Fish Sticks,Frozen,"Watson, Conway and Romero",92.36,171,15793.56,43,55,149,13761.64,2024-06-18,2024-01-10,2024-02-08,9,Partial Delivery
2024-04-20,dd96f9e9-8731-4259-8b7c-65212d2955ca,Lamb,Meat,"Thompson, Smith and Robinson",49.27,114,5616.78,20,73,74,3645.98,2024-04-05,2024-06-20,2024-07-16,5,Partial Delivery
2024-04-10,e97e54c2-6d11-47d3-833c-9a30ed3b97b8,Cheese,Dairy,Miller-Nelson,41.02,23,943.46,25,65,22,902.44,2024-05-13,2024-02-02,2024-02-16,6,Partial Delivery
2024-04-07,c80c1953-ee93-4614-8320-524886ce33f1,Butter,Dairy,Peck Ltd,88.58,180,15944.4,22,78,35,3100.3,2024-06-13,2024-02-03,2024-02-10,3,On Time
2024-06-16,ea501b94-7568-4631-9c31-a75d27a8ed0d,Hand Sanitizer,Health & Beauty,Ward-Castro,10.68,126,1345.68,18,100,41,437.88,2024-04-08,2024-05-29,2024-06-27,6,Delayed
2024-01-26,b1ead7ce-e9f8-4341-b056-f64349305828,Chicken Nuggets,Frozen,"Bishop, Mckinney and Hill",48.33,118,5702.94,19,78,44,2126.52,2024-02-05,2024-03-19,2024-03-25,5,Delayed
2024-01-22,a07d3133-4cd4-423a-8fd4-03fe16c73e4f,Apple,Produce,Miller-Hernandez,12.35,180,2223,11,36,20,247,2024-01-16,2024-05-21,2024-06-11,3,On Time
2024-04-07,9574b5bc-bff8-426b-aa91-786477a156f2,Fish,Meat,Jackson Group,41.95,165,6921.75,28,62,145,6082.75,2024-01-06,2024-01-07,2024-01-27,8,On Time
2024-05-28,e4a14a53-6ca4-4c99-be3c-abcbfeab03a0,Pizza,Frozen,Caldwell Group,82.04,36,2953.44,35,23,27,2215.08,2024-03-24,2024-02-15,2024-03-12,9,Delayed
2024-01-06,4495c14a-5c54-4b0c-93c1-5eb3c9622978,Chicken,Meat,Quinn-Neal,88.96,178,15834.88,22,34,83,7383.68,2024-04-01,2024-06-17,2024-07-07,4,Partial Delivery
2024-04-02,f4b2860b-4542-4de6-8f66-5f36456c4490,Lettuce,Produce,Matthews-Rice,73.81,116,8561.96,39,99,105,7750.05,2024-06-03,2024-06-21,2024-06-26,10,On Time
2024-01-08,2974c25d-6aea-4802-9eba-f91b2d98ebdb,Fish Sticks,Frozen,Sanchez-Miller,52.24,116,6059.84,21,99,55,2873.2,2024-01-13,2024-06-08,2024-06-29,8,Partial Delivery
2024-05-02,bba229f5-194e-45ee-a58c-9966d8d6f316,Chips,Snacks,Kramer and Sons,5.51,74,407.74,49,41,29,159.79,2024-05-29,2024-02-25,2024-03-03,10,Partial Delivery
2024-05-13,0fae6ac2-405d-4488-bbd9-83928f0485f8,Cheese,Dairy,Lloyd Inc,65.32,15,979.8,44,87,2,130.64,2024-06-06,2024-05-09,2024-06-05,10,Delayed
2024-01-05,450443c3-11ee-4406-8f17-b01b8e2e7e34,Bagel,Bakery,Black Ltd,14.75,84,1239,37,32,65,958.75,2024-04-20,2024-03-02,2024-03-14,6,Delayed
2024-02-09,b28fc800-9d71-436a-9c21-0c66ef1166cc,Dish Soap,Cleaning Supplies,Brooks-Horne,97.91,28,2741.48,16,81,10,979.1,2024-06-24,2024-02-29,2024-03-10,1,Partial Delivery
2024-03-06,594e30aa-374e-4833-8bb6-3f785ede9b43,Ice Cream,Frozen,"Sheppard, Williams and Aguilar",22.26,88,1958.88,41,65,81,1803.06,2024-06-03,2024-06-19,2024-07-12,3,On Time
2024-01-22,17d09c7d-de77-4505-8932-b91c088c9f0a,Croissant,Bakery,Chandler-Buck,28.4,78,2215.2,22,100,65,1846,2024-06-09,2024-05-14,2024-05-20,3,Partial Delivery
2024-03-09,e189c8ba-f6cf-48f5-a5a0-924576ef382c,Hand Sanitizer,Health & Beauty,"Cooley, Turner and Atkins",72.05,178,12824.9,7,75,23,1657.15,2024-05-21,2024-02-02,2024-02-26,5,Partial Delivery
2024-06-24,621502a3-bae2-48f5-8c86-e6d4df855bce,Shampoo,Health & Beauty,"Harper, Parks and Navarro",95.73,157,15029.61,9,41,132,12636.36,2024-03-19,2024-06-27,2024-07-06,8,On Time
2024-04-11,ff835a78-8c37-49c5-a436-14779f8ae2ad,Dish Soap,Cleaning Supplies,"Thomas, Daugherty and Barton",17.37,43,746.91,46,55,25,434.25,2024-03-18,2024-06-18,2024-07-09,1,On Time
2024-06-27,91ef9f79-3a7b-4c06-bafe-32af622e08cf,Pizza,Frozen,Pierce-Reed,37.68,73,2750.64,17,69,1,37.68,2024-06-07,2024-02-04,2024-02-23,9,Partial Delivery
2024-02-27,5c47d04f-4fce-4057-9ff8-9d6d95cab2fc,Butter,Dairy,"Foley, Fleming and Phillips",40.07,30,1202.1,46,27,6,240.42,2024-06-25,2024-02-28,2024-03-21,2,Delayed
2024-01-12,9fc8c514-df82-4551-b231-e5dbf29b9d82,Deodorant,Health & Beauty,"Burton, Johnson and White",60.23,70,4216.1,38,79,55,3312.65,2024-05-18,2024-01-25,2024-01-31,5,Delayed
2024-05-03,2bb21172-9079-4ee8-8fbd-07f7462184c1,Cookies,Snacks,Olson LLC,15.09,27,407.43,8,80,8,120.72,2024-01-28,2024-02-20,2024-03-16,6,Partial Delivery
2024-06-03,bc63b2c1-e74e-496a-bcf6-fc3308d97f8b,Fish,Meat,"Irwin, Johnson and French",60.81,158,9607.98,10,42,92,5594.52,2024-02-03,2024-02-06,2024-02-07,5,On Time
2024-05-22,217edf5a-ff55-4659-b654-8c8099de6ec2,Laundry Detergent,Cleaning Supplies,"Hurst, Erickson and Moore",67.08,180,12074.4,20,93,129,8653.32,2024-05-24,2024-01-03,2024-01-19,1,Delayed
2024-04-23,da5b31bf-ceb2-44a3-9ff6-2301c2bccf12,Laundry Detergent,Cleaning Supplies,Sosa-George,99.46,13,1292.98,43,96,7,696.22,2024-05-18,2024-03-24,2024-04-01,1,Delayed
2024-04-22,30b24bdc-997b-4c26-a53b-16856ba358cc,Croissant,Bakery,Miller Ltd,30.66,53,1624.98,22,25,37,1134.42,2024-05-18,2024-02-09,2024-03-10,6,Delayed
2024-03-28,ecfa2fb6-7f2e-4349-bf7c-9ddf0a4c9ce4,Laundry Detergent,Cleaning Supplies,Sexton and Sons,20.84,180,3751.2,38,27,128,2667.52,2024-04-06,2024-05-31,2024-06-01,8,On Time
2024-06-30,b7b63c93-8e1d-40ea-ae42-6de1cd39cc73,Trash Bags,Cleaning Supplies,Spence LLC,46.39,93,4314.27,17,69,32,1484.48,2024-06-23,2024-05-07,2024-05-18,10,Partial Delivery
2024-05-16,f509428b-641b-42ae-909f-d4c9ffd3b752,Muffin,Bakery,Weber-Edwards,47.21,14,660.94,32,77,3,141.63,2024-03-14,2024-06-28,2024-07-27,4,Partial Delivery
2024-06-24,8944fde6-33a2-4e36-8f1a-7783699efb62,Chips,Snacks,Perry Inc,42.2,102,4304.4,49,95,101,4262.2,2024-02-10,2024-05-07,2024-05-20,2,On Time
2024-02-05,c3453e2e-4d3d-4cfd-8c27-a14c1453eee2,Water,Beverages,Bush PLC,47.99,49,2351.51,17,30,20,959.8,2024-04-28,2024-02-07,2024-03-04,10,Delayed
